comparison,method,m,epoch,update,train_loss_step,train_acc_step,train_eval_loss,train_eval_acc,test_loss,test_acc,generalization_gap,elapsed_sec
same_updates,sgd,,,1,2.487009048461914,0.09375,2.4461919035339355,0.1,2.444916912841797,0.0992,0.000800000000000009,4.210756063461304
same_updates,sgd,,,2,2.502904176712036,0.046875,2.3700559033203126,0.0905,2.368429218292236,0.092,-0.0015000000000000013,7.463080644607544
same_updates,sgd,,,3,2.368720769882202,0.1171875,2.3804342504119873,0.09622,2.3782252044677734,0.0991,-0.0028799999999999937,10.660461664199829
same_updates,sgd,,,4,2.4091923236846924,0.109375,2.397803120574951,0.09722,2.3952014350891115,0.0962,0.001020000000000007,13.846447706222534
same_updates,sgd,,,5,2.431476593017578,0.078125,2.3983154809570313,0.1061,2.395560827255249,0.1085,-0.0023999999999999994,17.065913438796997
same_updates,sgd,,,6,2.417269229888916,0.0703125,2.3879106634521485,0.09908,2.3853415370941162,0.0982,0.0008800000000000058,20.28488326072693
same_updates,sgd,,,7,2.4331672191619873,0.0703125,2.3605472930145264,0.10014,2.358626066970825,0.0999,0.0002400000000000041,23.48372769355774
same_updates,sgd,,,8,2.345879077911377,0.109375,2.323675592498779,0.11958,2.3221513160705567,0.1193,0.00028000000000000247,26.73875069618225
same_updates,sgd,,,9,2.3447084426879883,0.109375,2.28188655960083,0.14966,2.280910177612305,0.1483,0.00136,29.977294206619263
same_updates,sgd,,,10,2.3234806060791016,0.1328125,2.271499940338135,0.15224,2.2709159912109373,0.1519,0.0003399999999999792,33.22517514228821
same_updates,sgd,,,11,2.2731504440307617,0.125,2.2882387590026854,0.14248,2.2878300369262696,0.1398,0.002679999999999988,36.389678955078125
same_updates,sgd,,,12,2.2410454750061035,0.1328125,2.3197434047698975,0.15604,2.3192795959472656,0.16,-0.003959999999999991,39.59165167808533
same_updates,sgd,,,13,2.3216657638549805,0.1640625,2.327317427520752,0.17086,2.3266165954589844,0.1743,-0.0034399999999999986,42.80078935623169
same_updates,sgd,,,14,2.3541150093078613,0.1953125,2.298587701950073,0.1857,2.2975677589416503,0.1838,0.0019000000000000128,46.04362106323242
same_updates,sgd,,,15,2.308000326156616,0.171875,2.2514975897216796,0.19338,2.2492748798370363,0.1964,-0.003019999999999995,49.295825481414795
same_updates,sgd,,,16,2.285459280014038,0.1796875,2.2146079334259032,0.18328,2.211654997253418,0.1859,-0.002620000000000011,52.54634976387024
same_updates,sgd,,,17,2.2313790321350098,0.1640625,2.2009488682556153,0.17732,2.1978061759948733,0.1748,0.0025199999999999945,55.79230546951294
same_updates,sgd,,,18,2.229330062866211,0.1640625,2.2076426582336426,0.17348,2.2046889862060546,0.1731,0.00037999999999999146,59.0417594909668
same_updates,sgd,,,19,2.201547145843506,0.203125,2.2124912030029296,0.1856,2.2095952995300294,0.1822,0.0033999999999999864,62.317909479141235
same_updates,sgd,,,20,2.214874267578125,0.171875,2.2104914517211913,0.17662,2.207453341293335,0.1762,0.0004200000000000037,65.56038069725037
same_updates,sgd,,,21,2.2556724548339844,0.1796875,2.194646756515503,0.17886,2.191470713996887,0.1816,-0.00274000000000002,68.79682493209839
same_updates,sgd,,,22,2.217608690261841,0.1796875,2.1654467004394533,0.20112,2.161831952857971,0.1966,0.004519999999999996,72.03988671302795
same_updates,sgd,,,23,2.2202677726745605,0.109375,2.14744602104187,0.21786,2.144153373146057,0.2188,-0.0009399999999999964,75.22818422317505
same_updates,sgd,,,24,2.1566286087036133,0.234375,2.156860540313721,0.20358,2.1543810533523557,0.208,-0.0044199999999999795,78.48500776290894
same_updates,sgd,,,25,2.173274040222168,0.2109375,2.1849572135925293,0.17934,2.1830175868988038,0.1825,-0.003159999999999996,81.68102097511292
same_updates,sgd,,,26,2.195805072784424,0.1875,2.2171875566101074,0.16348,2.2156207511901855,0.1668,-0.0033200000000000174,84.93840742111206
same_updates,sgd,,,27,2.1831345558166504,0.1875,2.206556529083252,0.16758,2.204327350616455,0.1678,-0.00021999999999999797,88.14581441879272
same_updates,sgd,,,28,2.160825729370117,0.2578125,2.1766876667785646,0.18712,2.173025126647949,0.1875,-0.00037999999999999146,91.33722352981567
same_updates,sgd,,,29,2.1089320182800293,0.2578125,2.160934100418091,0.20632,2.1566906169891356,0.2066,-0.00028000000000000247,94.53496384620667
same_updates,sgd,,,30,2.231964588165283,0.1171875,2.137704186401367,0.21544,2.1325905551910402,0.2194,-0.003960000000000019,97.738450050354
same_updates,sgd,,,31,2.0853796005249023,0.2109375,2.1407490625,0.21284,2.1363960838317873,0.2143,-0.001459999999999989,100.98031449317932
same_updates,sgd,,,32,2.0583667755126953,0.2734375,2.1523778302001952,0.21936,2.1486339168548585,0.2177,0.0016599999999999948,104.12981224060059
